Date Finished,Name,Distance
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.convs.7~t1=CIFAR10~t2=FashionMNIST32, 0.4482
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.convs.7~t1=CIFAR10~t2=INIT, 0.4463
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.convs.7~t1=CIFAR10~t2=MNIST32, 0.4422
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.convs.7~t1=CIFAR100~t2=FashionMNIST32, 0.4593
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.convs.7~t1=CIFAR100~t2=INIT, 0.4596
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.convs.7~t1=CIFAR100~t2=MNIST32, 0.4565
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.convs.7~t1=FashionMNIST32~t2=INIT, 0.3477
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.convs.7~t1=FashionMNIST32~t2=MNIST32, 0.3511
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.convs.7~t1=INIT~t2=MNIST32, 0.1707
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.linear.0~t1=CIFAR10~t2=CIFAR100, 0.4568
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.linear.0~t1=CIFAR10~t2=FashionMNIST32, 0.4213
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.linear.0~t1=CIFAR10~t2=INIT, 0.3899
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.linear.0~t1=CIFAR10~t2=MNIST32, 0.3951
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.linear.0~t1=CIFAR100~t2=FashionMNIST32, 0.4491
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.linear.0~t1=CIFAR100~t2=INIT, 0.4367
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.linear.0~t1=CIFAR100~t2=MNIST32, 0.4395
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.linear.0~t1=FashionMNIST32~t2=INIT, 0.2974
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.linear.0~t1=FashionMNIST32~t2=MNIST32, 0.3124
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.linear.0~t1=INIT~t2=MNIST32, 0.1098
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.linear.2~t1=CIFAR10~t2=CIFAR100, 0.4722
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.linear.2~t1=CIFAR10~t2=FashionMNIST32, 0.4047
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.linear.2~t1=CIFAR10~t2=INIT, 0.3799
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.linear.2~t1=CIFAR10~t2=MNIST32, 0.3880
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.linear.2~t1=CIFAR100~t2=FashionMNIST32, 0.4691
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.linear.2~t1=CIFAR100~t2=INIT, 0.4567
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.linear.2~t1=CIFAR100~t2=MNIST32, 0.4626
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.linear.2~t1=FashionMNIST32~t2=INIT, 0.2979
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.linear.2~t1=FashionMNIST32~t2=MNIST32, 0.3158
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.linear.2~t1=INIT~t2=MNIST32, 0.1521
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.linear.4~t1=CIFAR10~t2=CIFAR100, 0.4314
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.linear.4~t1=CIFAR10~t2=FashionMNIST32, 0.2166
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.linear.4~t1=CIFAR10~t2=INIT, 0.3191
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.linear.4~t1=CIFAR10~t2=MNIST32, 0.2722
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.linear.4~t1=CIFAR100~t2=FashionMNIST32, 0.4553
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.linear.4~t1=CIFAR100~t2=INIT, 0.4736
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.linear.4~t1=CIFAR100~t2=MNIST32, 0.4626
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.linear.4~t1=FashionMNIST32~t2=INIT, 0.1558
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.linear.4~t1=FashionMNIST32~t2=MNIST32, 0.1177
02-19-20_21:13:19, id=hd~rep=0~seed=1997~try=0~layer=module.linear.4~t1=INIT~t2=MNIST32, 0.0759
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.convs.0~t1=CIFAR10~t2=CIFAR10-v2, 0.1713
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.convs.0~t1=CIFAR10~t2=CIFAR10-v3, 0.2049
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.convs.0~t1=CIFAR10~t2=INIT, 0.4201
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.convs.0~t1=CIFAR10-v2~t2=CIFAR10-v3, 0.1817
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.convs.0~t1=CIFAR10-v2~t2=INIT, 0.4363
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.convs.0~t1=CIFAR10-v3~t2=INIT, 0.4421
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.convs.2~t1=CIFAR10~t2=CIFAR10-v2, 0.3551
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.convs.2~t1=CIFAR10~t2=CIFAR10-v3, 0.3739
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.convs.2~t1=CIFAR10~t2=INIT, 0.4622
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.convs.2~t1=CIFAR10-v2~t2=CIFAR10-v3, 0.3548
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.convs.2~t1=CIFAR10-v2~t2=INIT, 0.4632
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.convs.2~t1=CIFAR10-v3~t2=INIT, 0.4516
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.convs.5~t1=CIFAR10~t2=CIFAR10-v2, 0.4114
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.convs.5~t1=CIFAR10~t2=CIFAR10-v3, 0.4207
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.convs.5~t1=CIFAR10~t2=INIT, 0.4402
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.convs.5~t1=CIFAR10-v2~t2=CIFAR10-v3, 0.4198
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.convs.5~t1=CIFAR10-v2~t2=INIT, 0.4404
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.convs.5~t1=CIFAR10-v3~t2=INIT, 0.4316
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.convs.7~t1=CIFAR10~t2=CIFAR10-v2, 0.4294
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.convs.7~t1=CIFAR10~t2=CIFAR10-v3, 0.4330
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.convs.7~t1=CIFAR10~t2=INIT, 0.4422
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.convs.7~t1=CIFAR10-v2~t2=CIFAR10-v3, 0.4339
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.convs.7~t1=CIFAR10-v2~t2=INIT, 0.4366
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.convs.7~t1=CIFAR10-v3~t2=INIT, 0.4403
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.linear.0~t1=CIFAR10~t2=CIFAR10-v2, 0.4251
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.linear.0~t1=CIFAR10~t2=CIFAR10-v3, 0.4298
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.linear.0~t1=CIFAR10~t2=INIT, 0.3947
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.linear.0~t1=CIFAR10-v2~t2=CIFAR10-v3, 0.4291
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.linear.0~t1=CIFAR10-v2~t2=INIT, 0.3846
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.linear.0~t1=CIFAR10-v3~t2=INIT, 0.3859
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.linear.2~t1=CIFAR10~t2=CIFAR10-v2, 0.3688
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.linear.2~t1=CIFAR10~t2=CIFAR10-v3, 0.3717
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.linear.2~t1=CIFAR10~t2=INIT, 0.3794
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.linear.2~t1=CIFAR10-v2~t2=CIFAR10-v3, 0.3782
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.linear.2~t1=CIFAR10-v2~t2=INIT, 0.3810
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.linear.2~t1=CIFAR10-v3~t2=INIT, 0.3727
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.linear.4~t1=CIFAR10~t2=CIFAR10-v2, 0.1112
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.linear.4~t1=CIFAR10~t2=CIFAR10-v3, 0.1125
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.linear.4~t1=CIFAR10~t2=INIT, 0.3048
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.linear.4~t1=CIFAR10-v2~t2=CIFAR10-v3, 0.1267
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.linear.4~t1=CIFAR10-v2~t2=INIT, 0.3022
02-19-20_21:36:46, id=hd~rep=CIFAR10~try=0~layer=module.linear.4~t1=CIFAR10-v3~t2=INIT, 0.3030
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.0~t1=CIFAR10~t2=CIFAR100, 0.2454
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.0~t1=CIFAR10~t2=FashionMNIST32, 0.3449
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.0~t1=CIFAR10~t2=INIT, 0.4167
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.0~t1=CIFAR10~t2=MNIST32, 0.3843
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.0~t1=CIFAR100~t2=FashionMNIST32, 0.3426
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.0~t1=CIFAR100~t2=INIT, 0.4109
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.0~t1=CIFAR100~t2=MNIST32, 0.3912
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.0~t1=FashionMNIST32~t2=INIT, 0.4016
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.0~t1=FashionMNIST32~t2=MNIST32, 0.3113
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.0~t1=INIT~t2=MNIST32, 0.2616
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.2~t1=CIFAR10~t2=CIFAR100, 0.4460
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.2~t1=CIFAR10~t2=FashionMNIST32, 0.4651
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.2~t1=CIFAR10~t2=INIT, 0.4621
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.2~t1=CIFAR10~t2=MNIST32, 0.4527
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.2~t1=CIFAR100~t2=FashionMNIST32, 0.4596
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.2~t1=CIFAR100~t2=INIT, 0.4755
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.2~t1=CIFAR100~t2=MNIST32, 0.4689
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.2~t1=FashionMNIST32~t2=INIT, 0.3633
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.2~t1=FashionMNIST32~t2=MNIST32, 0.3453
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.2~t1=INIT~t2=MNIST32, 0.1628
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.5~t1=CIFAR10~t2=CIFAR100, 0.4615
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.5~t1=CIFAR10~t2=FashionMNIST32, 0.4461
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.5~t1=CIFAR10~t2=INIT, 0.4307
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.5~t1=CIFAR10~t2=MNIST32, 0.4328
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.5~t1=CIFAR100~t2=FashionMNIST32, 0.4689
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.5~t1=CIFAR100~t2=INIT, 0.4632
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.5~t1=CIFAR100~t2=MNIST32, 0.4644
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.5~t1=FashionMNIST32~t2=INIT, 0.3203
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.5~t1=FashionMNIST32~t2=MNIST32, 0.3285
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.5~t1=INIT~t2=MNIST32, 0.1310
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.7~t1=CIFAR10~t2=CIFAR100, 0.4662
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.7~t1=CIFAR10~t2=FashionMNIST32, 0.4427
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.7~t1=CIFAR10~t2=INIT, 0.4352
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.7~t1=CIFAR10~t2=MNIST32, 0.4305
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.7~t1=CIFAR100~t2=FashionMNIST32, 0.4628
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.7~t1=CIFAR100~t2=INIT, 0.4632
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.7~t1=CIFAR100~t2=MNIST32, 0.4603
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.7~t1=FashionMNIST32~t2=INIT, 0.3459
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.7~t1=FashionMNIST32~t2=MNIST32, 0.3486
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.convs.7~t1=INIT~t2=MNIST32, 0.1636
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.linear.0~t1=CIFAR10~t2=CIFAR100, 0.4556
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.linear.0~t1=CIFAR10~t2=FashionMNIST32, 0.4165
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.linear.0~t1=CIFAR10~t2=INIT, 0.3810
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.linear.0~t1=CIFAR10~t2=MNIST32, 0.3884
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.linear.0~t1=CIFAR100~t2=FashionMNIST32, 0.4498
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.linear.0~t1=CIFAR100~t2=INIT, 0.4390
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.linear.0~t1=CIFAR100~t2=MNIST32, 0.4416
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.linear.0~t1=FashionMNIST32~t2=INIT, 0.2961
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.linear.0~t1=FashionMNIST32~t2=MNIST32, 0.3130
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.linear.0~t1=INIT~t2=MNIST32, 0.1105
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.linear.2~t1=CIFAR10~t2=CIFAR100, 0.4709
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.linear.2~t1=CIFAR10~t2=FashionMNIST32, 0.3959
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.linear.2~t1=CIFAR10~t2=INIT, 0.3771
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.linear.2~t1=CIFAR10~t2=MNIST32, 0.3836
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.linear.2~t1=CIFAR100~t2=FashionMNIST32, 0.4637
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.linear.2~t1=CIFAR100~t2=INIT, 0.4555
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.linear.2~t1=CIFAR100~t2=MNIST32, 0.4600
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.linear.2~t1=FashionMNIST32~t2=INIT, 0.2944
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.linear.2~t1=FashionMNIST32~t2=MNIST32, 0.3126
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.linear.2~t1=INIT~t2=MNIST32, 0.1565
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.linear.4~t1=CIFAR10~t2=CIFAR100, 0.4227
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.linear.4~t1=CIFAR10~t2=FashionMNIST32, 0.2224
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.linear.4~t1=CIFAR10~t2=INIT, 0.3381
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.linear.4~t1=CIFAR10~t2=MNIST32, 0.2828
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.linear.4~t1=CIFAR100~t2=FashionMNIST32, 0.4451
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.linear.4~t1=CIFAR100~t2=INIT, 0.4703
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.linear.4~t1=CIFAR100~t2=MNIST32, 0.4606
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.linear.4~t1=FashionMNIST32~t2=INIT, 0.1687
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.linear.4~t1=FashionMNIST32~t2=MNIST32, 0.1230
02-19-20_22:05:08, id=hd~rep=0~seed=1998~try=0~layer=module.linear.4~t1=INIT~t2=MNIST32, 0.0875
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.convs.0~t1=CIFAR100~t2=CIFAR100-v2, 0.1782
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.convs.0~t1=CIFAR100~t2=CIFAR100-v3, 0.1794
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.convs.0~t1=CIFAR100~t2=INIT, 0.4306
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.convs.0~t1=CIFAR100-v2~t2=CIFAR100-v3, 0.1759
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.convs.0~t1=CIFAR100-v2~t2=INIT, 0.4444
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.convs.0~t1=CIFAR100-v3~t2=INIT, 0.4271
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.convs.2~t1=CIFAR100~t2=CIFAR100-v2, 0.3502
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.convs.2~t1=CIFAR100~t2=CIFAR100-v3, 0.3570
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.convs.2~t1=CIFAR100~t2=INIT, 0.4727
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.convs.2~t1=CIFAR100-v2~t2=CIFAR100-v3, 0.3295
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.convs.2~t1=CIFAR100-v2~t2=INIT, 0.4755
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.convs.2~t1=CIFAR100-v3~t2=INIT, 0.4702
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.convs.5~t1=CIFAR100~t2=CIFAR100-v2, 0.4118
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.convs.5~t1=CIFAR100~t2=CIFAR100-v3, 0.3997
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.convs.5~t1=CIFAR100~t2=INIT, 0.4596
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.convs.5~t1=CIFAR100-v2~t2=CIFAR100-v3, 0.4070
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.convs.5~t1=CIFAR100-v2~t2=INIT, 0.4569
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.convs.5~t1=CIFAR100-v3~t2=INIT, 0.4613
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.convs.7~t1=CIFAR100~t2=CIFAR100-v2, 0.4275
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.convs.7~t1=CIFAR100~t2=CIFAR100-v3, 0.4311
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.convs.7~t1=CIFAR100~t2=INIT, 0.4616
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.convs.7~t1=CIFAR100-v2~t2=CIFAR100-v3, 0.4318
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.convs.7~t1=CIFAR100-v2~t2=INIT, 0.4582
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.convs.7~t1=CIFAR100-v3~t2=INIT, 0.4609
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.linear.0~t1=CIFAR100~t2=CIFAR100-v2, 0.4402
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.linear.0~t1=CIFAR100~t2=CIFAR100-v3, 0.4389
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.linear.0~t1=CIFAR100~t2=INIT, 0.4368
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.linear.0~t1=CIFAR100-v2~t2=CIFAR100-v3, 0.4424
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.linear.0~t1=CIFAR100-v2~t2=INIT, 0.4331
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.linear.0~t1=CIFAR100-v3~t2=INIT, 0.4417
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.linear.2~t1=CIFAR100~t2=CIFAR100-v2, 0.4219
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.linear.2~t1=CIFAR100~t2=CIFAR100-v3, 0.4119
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.linear.2~t1=CIFAR100~t2=INIT, 0.4525
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.linear.2~t1=CIFAR100-v2~t2=CIFAR100-v3, 0.4178
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.linear.2~t1=CIFAR100-v2~t2=INIT, 0.4564
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.linear.2~t1=CIFAR100-v3~t2=INIT, 0.4536
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.linear.4~t1=CIFAR100~t2=CIFAR100-v2, 0.3080
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.linear.4~t1=CIFAR100~t2=CIFAR100-v3, 0.3057
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.linear.4~t1=CIFAR100~t2=INIT, 0.4748
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.linear.4~t1=CIFAR100-v2~t2=CIFAR100-v3, 0.3147
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.linear.4~t1=CIFAR100-v2~t2=INIT, 0.4721
02-19-20_22:14:19, id=hd~rep=CIFAR100~try=0~layer=module.linear.4~t1=CIFAR100-v3~t2=INIT, 0.4720
